"SITE_ID","YEAR","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"VOY413","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","0.922","1.319","0.698","0.498","1.188","0.558","0.161","0.05","0.037","0.041",""
"SHE604","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.334","0.426","0.317","0.364","0.676","0.209","0.138","0.027","0.022","0.026","0.017"
"MEV405","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.162","0.383","0.155","0.432","0.58","0.144","0.139","0.043","0.02","0.023","0.019"
"LRL117","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","2.605","3.031","0.423","1.034","1.441","1.062","0.161","0.069","0.024","0.06","0.045"
"STK138","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.444","0.933","1.985","0.512","2.489","0.761","0.465","0.067","0.123","0.063","0.081"
"STK138","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.127","1.678","2.176","0.755","2.919","1.021","0.6","0.091","0.161","0.066","0.101"
"BBE401","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.694","2.21","0.533","0.733","1.254","0.667","0.536","0.169","0.043","0.058",""
"DEN417","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.212","0.221","0.056","0.048","0.103","0.077","0.022","0.045","0.01","0.014","0.052"
"COW137","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","1.414","4.175","0.142","0.974","1.1","1.198","","","","",""
"ESP127","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.306","1.039","0.356","0.599","0.945","0.366","0.158","0.084","0.027","0.064","0.038"
"CAD150","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","1.311","3.278","0.451","1.233","1.664","1.068","0.182","0.148","0.038","0.099",""
"CDR119","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.401","1.099","0.298","0.401","0.693","0.421","0.112","0.051","0.021","0.072","0.043"
"MCK131","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","3.205","3.34","0.916","1.297","2.192","1.314","0.241","0.092","0.038","0.085","0.044"
"ANA115","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.613","0.997","1.445","0.657","2.092","0.623","0.294","0.093","0.067","0.062","0.099"
"PED108","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.821","1.493","0.373","0.701","1.063","0.523","0.098","0.171","0.034","0.064","0.116"
"YEL408","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.594","0.25","0.111","0.139","0.248","0.113","0.073","0.018","0.011","0.023","0.014"
"CAD150","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.569","1.409","0.371","0.593","0.955","0.429","0.177","0.159","0.036","0.086","0.059"
"CDZ171","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","6.126","5.336","1.062","1.926","2.957","1.955","0.356","0.077","0.044","0.08","0.038"
"MKG113","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","2.451","2.318","0.872","1.061","1.916","0.92","0.269","0.087","0.035","0.068","0.067"
"VOY413","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.733","1.169","0.6","0.39","0.983","0.487","0.117","0.067","0.032","0.038","0.035"
"ACA416","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","1.267","1.856","0.402","0.721","1.111","0.429","0.058","0.361","0.049","0.045","0.169"
"SAL133","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.606","1.179","1.984","0.762","2.734","0.879","0.316","0.071","0.075","0.074","0.079"
"ACA416","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","1.298","1.617","0.374","0.596","0.961","0.415","0.055","0.313","0.041","0.049","0.2"
"MAC426","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","2.495","3.219","0.956","1.112","2.051","1.301","0.213","0.085","0.033","0.096","0.045"
"GRS420","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","","","","","","","","","","",""
"ABT147","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","3.79","2.932","0.672","1.644","2.289","0.984","0.096","0.277","0.04","0.054","0.14"
"ROM206","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.213","0.327","0.154","0.315","0.464","0.137","0.093","0.025","0.013","0.021","0.015"
"MEV405","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.421","0.689","0.222","0.822","1.031","0.238","0.225","0.057","0.027","0.031","0.021"
"EGB181","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.234","1.638","1.219","0.702","1.91","0.792","0.356","0.095","0.051","0.072","0.104"
"MAC426","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.932","2.407","1.007","0.993","1.983","0.992","0.295","0.099","0.039","0.07","0.043"
"MEV405","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.855","0.8","0.237","0.839","1.072","0.287","0.214","0.053","0.023","0.025",""
"LYE145","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","3.88","3.015","0.434","2.001","2.403","1.009","0.133","0.097","0.028","0.04",""
"CAT175","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","4.508","3.083","0.42","2.146","2.532","0.971","0.111","0.085","0.022","0.04",""
"SUM156","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","1.268","3.199","0.366","0.93","1.281","0.719","0.116","0.493","0.07","0.072",""
"CHE185","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.693","1.518","0.787","0.697","1.473","0.546","0.368","0.144","0.044","0.082","0.077"
"HWF187","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.365","0.62","0.218","0.234","0.449","0.249","0.063","0.054","0.015","0.034","0.054"
"GRC474","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","0.356","0.669","0.251","0.777","1.015","0.226","","","","",""
"QAK172","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","3.899","2.537","0.833","1.301","2.114","0.945","0.373","0.065","0.069","0.059","0.043"
"PND165","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","0.383","0.458","0.139","0.347","0.48","0.177","","","","",""
"BVL130","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","3.93","3.247","1.912","1.688","3.574","1.424","0.513","0.075","0.086","0.084","0.06"
"GTH161","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.102","0.299","0.133","0.173","0.303","0.119","0.119","0.03","0.019","0.032","0.018"
"ABT147","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.8","1.124","0.737","0.807","1.531","0.425","0.096","0.305","0.044","0.059","0.225"
"PAR107","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.092","2.312","0.39","0.622","1.003","0.729","0.393","0.049","0.035","0.084","0.042"
"YOS404","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","0.381","0.719","0.317","0.722","1.028","0.265","0.086","0.089","0.026","0.04","0.019"
"KNZ184","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.771","1.891","1.821","0.87","2.678","0.796","1.484","0.123","0.058","0.095","0.059"
"LYK123","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","6.86","4.128","2.561","1.771","4.304","1.846","0.484","0.109","0.095","0.07","0.101"
"PND165","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.219","0.441","0.139","0.254","0.388","0.163","0.115","0.035","0.018","0.026","0.02"
"GRS420","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.728","2.601","0.292","1.46","1.73","0.814","0.195","0.088","0.037","0.064","0.018"
"BVL130","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.689","1.25","1.81","0.845","2.642","0.802","0.442","0.079","0.081","0.073","0.078"
"GRS420","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.761","1.729","0.324","0.934","1.244","0.522","0.177","0.096","0.032","0.057","0.023"
"DEN417","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","0.448","0.345","0.121","0.11","0.23","0.166","0.026","0.038","0.011","0.028","0.045"
"PNF126","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","2.224","3.805","0.259","1.238","1.477","1.042","0.099","0.104","0.027","0.048","0.035"
"DEN417","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.323","0.191","0.044","0.052","0.095","0.064","0.025","0.028","0.008","0.012","0.035"
"HWF187","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.356","1.105","0.188","0.288","0.472","0.411","0.064","0.044","0.014","0.032","0.043"
"EVE419","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.546","1.933","0.996","0.239","1.232","0.269","0.293","1.372","0.195","0.126","1.745"
"ASH135","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","1.05","1.378","0.262","0.339","0.595","0.409","0.13","0.088","0.026","0.132",""
"GAS153","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","2.332","2.818","0.413","1.142","1.537","0.929","0.151","0.173","0.041","0.102","0.051"
"MCK231","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","3.957","3.223","1.21","1.511","2.698","1.366","0.3","0.091","0.045","0.084","0.044"
"ALH157","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","5.34","3.375","2.319","1.427","3.724","1.556","0.532","0.105","0.07","0.086","0.072"
"CAT175","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","3.635","2.521","0.33","1.48","1.787","0.81","0.116","0.067","0.023","0.035","0.038"
"YOS404","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.377","0.606","0.346","0.541","0.878","0.231","0.129","0.106","0.029","0.046","0.027"
"ANA115","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","3.609","3.031","1.49","1.545","3.01","1.278","0.342","0.099","0.087","0.07","0.068"
"DEV412","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.372","0.988","0.439","1.467","1.883","0.332","0.284","0.187","0.043","0.047",""
"PED108","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.955","2.037","0.375","0.898","1.258","0.718","0.106","0.136","0.031","0.066","0.064"
"CDR119","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","6.54","4.668","0.269","1.645","1.888","1.334","","","","",""
"PIN414","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.344","0.711","0.664","0.483","1.139","0.17","0.153","0.518","0.082","0.076","0.466"
"BFT142","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","3.331","3.973","1.248","1.289","2.517","0.939","","","","",""
"THR422","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.646","0.84","0.485","0.405","0.883","0.322","0.334","0.052","0.046","0.037","0.024"
"YEL408","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.69","0.394","0.158","0.136","0.293","0.17","0.071","0.022","0.013","0.027","0.017"
"GLR468","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.131","0.393","0.141","0.203","0.341","0.153","0.131","0.029","0.026","0.043","0.02"
"JOT403","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.381","0.801","0.81","1.566","2.351","0.275","0.292","0.253","0.055","0.056","0.052"
"CAD150","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","1.501","3.624","0.552","1.427","1.956","1.212","0.172","0.215","0.042","0.1",""
"CAN407","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.241","0.654","0.281","0.642","0.912","0.234","0.266","0.065","0.036","0.053","0.035"
"PSU106","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","9.379","4.772","1.168","2.179","3.313","1.868","0.264","0.093","0.039","0.068",""
"MOR409","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.179","0.555","0.146","0.23","0.372","0.16","0.023","0.114","0.018","0.039","0.093"
"CHE185","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.71","1.492","0.719","0.748","1.455","0.506","0.431","0.148","0.047","0.09","0.055"
"VOY413","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.301","0.593","0.535","0.239","0.77","0.308","0.152","0.043","0.036","0.04","0.043"
"THR422","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.989","1.07","0.664","0.553","1.208","0.478","0.259","0.038","0.041","0.042","0.019"
"MKG113","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","7.94","4.08","0.907","1.786","2.665","1.46","0.255","0.122","0.038","0.08","0.065"
"ASH135","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.577","0.759","0.235","0.201","0.433","0.278","0.073","0.094","0.022","0.07","0.087"
"EVE419","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.381","1.851","1.106","0.203","1.306","0.218","0.883","1.651","0.223","0.122","2.306"
"EVE419","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","1.059","2.645","1.267","0.515","1.774","0.455","0.562","1.198","0.166","0.119",""
"PAR107","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","2.836","3.121","0.505","0.823","1.314","0.912","0.536","0.057","0.046","0.114","0.042"
"YEL408","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.645","0.278","0.103","0.148","0.249","0.137","0.074","0.015","0.011","0.03","0.014"
"SUM156","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.602","2.383","0.351","0.601","0.943","0.523","0.131","0.532","0.077","0.083","0.313"
"SHN418","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.579","0.986","0.561","0.618","1.169","0.427","0.16","0.064","0.027","0.041","0.039"
"CKT136","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.436","1.082","0.392","0.692","1.073","0.431","0.151","0.06","0.026","0.051","0.034"
"PSU106","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","9.83","4.907","1.449","1.77","3.191","2.025","0.28","0.109","0.041","0.06","0.078"
"CAT175","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","1.793","1.744","0.417","0.926","1.329","0.647","0.103","0.08","0.021","0.049","0.045"
"LAV410","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.268","0.377","0.164","0.257","0.417","0.15","0.059","0.067","0.016","0.029","0.024"
"SUM156","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.855","2.43","0.393","0.591","0.975","0.554","0.146","0.48","0.075","0.092","0.245"
"MKG113","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.17","1.327","0.743","0.816","1.546","0.566","0.23","0.103","0.031","0.067","0.085"
"MKG113","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.707","1.2","0.871","0.644","1.505","0.566","0.2","0.109","0.029","0.075","0.09"
"CTH110","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","7.136","3.532","0.721","2.264","2.949","1.218","","","","",""
"CAT175","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.825","1.466","0.421","0.811","1.219","0.555","0.097","0.1","0.023","0.034","0.041"
"BVL130","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","2.008","2.31","1.909","1.072","2.963","1.149","0.52","0.083","0.104","0.068","0.078"
"KNZ184","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.666","1.748","1.355","0.889","2.229","0.554","2.04","0.109","0.068","0.093","0.039"
"GRC474","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.166","0.467","0.188","0.362","0.544","0.167","0.129","0.059","0.021","0.023","0.025"
"CDZ171","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","3.169","2.904","1.183","1.31","2.472","1.191","0.375","0.11","0.049","0.094","0.038"
"GRC474","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.346","0.796","0.275","0.778","1.041","0.28","0.173","0.076","0.026","0.028",""
"WSP144","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","0.72","1.03","1.027","0.976","1.988","0.483","0.161","0.257","0.049","0.069","0.196"
"PSU106","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","8.308","4.003","1.349","1.428","2.754","1.662","0.251","0.126","0.042","0.065","0.081"
"PNF126","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","1.834","3.004","0.251","1.064","1.298","0.935","0.124","0.083","0.028","0.051","0.035"
"WSP144","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","3.67","2.584","1.075","1.335","2.389","0.955","0.161","0.291","0.05","0.1","0.161"
"LAV410","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.265","0.284","0.131","0.22","0.347","0.109","0.049","0.062","0.014","0.024","0.027"
"WSP144","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.385","1.971","1.026","1.351","2.356","0.805","0.167","0.217","0.05","0.069","0.123"
"KIC003","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.292","1.026","1.165","0.471","1.629","0.309","1.735","0.068","0.058","0.082","0.041"
"ALH157","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.623","2.155","1.961","0.852","2.8","1.094","0.534","0.106","0.064","0.078","0.079"
"UVL124","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","4.546","3.322","1.94","1.557","3.472","1.528","0.369","0.077","0.07","0.067","0.059"
"CNT169","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.344","0.511","0.138","0.411","0.543","0.192","0.085","0.024","0.012","0.02",""
"LRL117","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","11.392","4.971","0.406","1.742","2.121","1.522","0.148","0.072","0.024","0.056",""
"HWF187","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.529","1.268","0.205","0.373","0.572","0.467","0.06","0.047","0.015","0.042","0.042"
"ALH157","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","1.37","1.763","1.428","0.876","2.289","0.832","0.502","0.092","0.06","0.076","0.075"
"ESP127","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","3.103","4.24","0.446","1.748","2.167","1.427","0.192","0.113","0.031","0.076",""
"MCK231","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","8.331","5.289","1.443","2.83","4.228","2.048","0.316","0.107","0.043","0.079",""
"PED108","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","5.641","4.857","0.397","1.945","2.312","1.621","0.109","0.144","0.031","0.095",""
"MCK131","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.547","1.24","0.95","0.81","1.747","0.614","0.213","0.078","0.036","0.08","0.044"
"BBE401","2011.0","01/04/2011 09:00:00","01/03/2012 08:00:00","0.797","1.731","0.619","0.673","1.282","0.588","0.898","0.184","0.061","0.091","0.053"
"ABT147","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","0.881","1.392","0.765","0.876","1.627","0.562","0.093","0.237","0.039","0.056","0.144"
"ROM206","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.292","0.585","0.23","0.546","0.766","0.238","0.093","0.022","0.016","0.028","0.015"
"GAS153","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","4.71","4.366","0.342","1.767","2.081","1.322","0.128","0.146","0.035","0.081",""
"PND165","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.166","0.288","0.147","0.235","0.378","0.13","0.126","0.035","0.018","0.038","0.02"
"KEF112","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","10.435","4.555","0.536","2.016","2.52","1.4","0.163","0.079","0.035","0.049",""
"OXF122","2004.0","12/30/2003 09:00:00","01/04/2005 08:00:00","10.451","4.473","1.623","2.088","3.677","1.763","0.349","0.112","0.075","0.074","0.075"
"STK138","1999.0","12/29/1998 09:00:00","01/04/2000 08:00:00","4.242","3.205","3.218","1.462","4.657","1.722","","","","",""
"CAT175","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.96","1.285","0.542","0.746","1.276","0.544","0.111","0.098","0.023","0.035","0.055"
"MEV405","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","","","","","","","","","","",""
"PAL190","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.858","1.327","0.741","0.664","1.395","0.518","0.541","0.086","0.041","0.063","0.022"
"DEN417","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.455","0.593","0.067","0.091","0.156","0.148","0.03","0.057","0.013","0.024","0.052"
"GTH161","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.105","0.38","0.123","0.15","0.27","0.142","0.134","0.023","0.019","0.029","0.015"
"PRK134","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.839","1.255","1.116","0.47","1.578","0.696","0.265","0.041","0.049","0.095","0.048"
"CAD150","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","0.799","2.405","0.476","0.686","1.151","0.802","0.161","0.169","0.038","0.104","0.064"
"YOS404","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.4","0.75","0.337","0.684","1.01","0.295","0.118","0.102","0.03","0.053","0.027"
"WFM105","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.243","0.632","0.333","0.393","0.719","0.281","0.085","0.053","0.017","0.028","0.033"
"SPD111","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","4.311","4.889","0.928","1.479","2.384","1.619","0.651","0.098","0.047","0.084",""
"PRK134","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.346","0.728","1.208","0.394","1.595","0.554","0.251","0.061","0.05","0.059","0.076"
"CAN407","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","0.279","0.501","0.208","0.549","0.748","0.176","0.255","0.054","0.03","0.038","0.025"
"OXF122","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","3.344","2.623","1.605","1.155","2.742","1.242","0.297","0.104","0.059","0.073","0.087"
"VPI120","2017.0","01/03/2017 09:00:00","01/02/2018 08:00:00","1.252","1.098","0.502","0.667","1.158","0.436","0.18","0.083","0.032","0.048","0.046"
"CDZ171","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.754","1.33","0.895","0.824","1.706","0.592","0.245","0.09","0.036","0.074","0.036"
"SAL133","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","5.796","4.051","2.647","2.317","4.927","1.948","0.373","0.105","0.093","0.08",""
"UVL124","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","3.435","2.83","1.419","1.48","2.875","1.23","0.371","0.072","0.072","0.072","0.068"
"BUF603","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.249","0.479","0.222","0.404","0.62","0.209","0.115","0.019","0.018","0.022","0.015"
"UVL124","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","1.627","1.664","1.603","0.81","2.4","0.952","0.288","0.079","0.056","0.062","0.066"
"CHE185","2013.0","01/01/2013 09:00:00","12/31/2013 08:00:00","0.865","1.992","1.102","0.82","1.909","0.818","0.349","0.145","0.044","0.092","0.052"
"ROM406","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.132","0.326","0.207","0.336","0.538","0.144","0.121","0.031","0.018","0.033","0.017"
"MCK231","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","0.814","1.51","0.84","0.976","1.801","0.675","0.248","0.085","0.037","0.071","0.047"
"CVL151","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","2.445","4.528","0.462","1.517","1.955","1.454","0.213","0.129","0.039","0.095","0.042"
"MEV405","2000.0","01/04/2000 09:00:00","01/02/2001 08:00:00","0.826","0.712","0.215","0.796","1.01","0.26","0.224","0.042","0.02","0.026",""
"LAV410","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.24","0.516","0.173","0.331","0.498","0.215","0.073","0.076","0.016","0.039","0.021"
"PSU106","2016.0","12/29/2015 09:00:00","01/03/2017 08:00:00","1.226","1.336","0.919","0.887","1.792","0.652","0.263","0.075","0.036","0.058","0.059"
"POF425","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.301","0.369","0.069","0.108","0.176","0.094","","","","",""
"QAK172","2014.0","12/31/2013 09:00:00","12/30/2014 08:00:00","3.955","2.423","1.081","1.098","2.162","0.984","0.369","0.095","0.069","0.062","0.059"
"DEN417","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","0.504","0.304","0.063","0.062","0.124","0.099","0.027","0.039","0.011","0.023","0.036"
"YEL408","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","0.9","0.54","0.189","0.222","0.407","0.227","0.104","0.035","0.015","0.026",""
"HOX148","2003.0","12/31/2002 09:00:00","12/30/2003 08:00:00","2.304","2.327","0.93","1.124","2.036","0.94","0.197","0.049","0.05","0.048",""
"ASH135","2008.0","01/01/2008 09:00:00","12/30/2008 08:00:00","0.7","1.199","0.24","0.291","0.526","0.36","0.12","0.085","0.027","0.126","0.055"
"DEN417","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","0.488","0.344","0.08","0.1","0.179","0.139","0.022","0.032","0.009","0.021","0.03"
"VIN140","2001.0","01/02/2001 09:00:00","01/01/2002 08:00:00","10.011","4.877","2.654","1.891","4.515","2.027","0.971","0.133","0.097","0.09",""
"ASH135","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.925","1.279","0.264","0.302","0.561","0.378","0.119","0.084","0.028","0.143","0.064"
"SUM156","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","1.407","3.431","0.354","0.891","1.231","0.744","0.145","0.502","0.08","0.074","0.219"
"MEV405","2002.0","01/01/2002 09:00:00","12/31/2002 08:00:00","0.724","0.702","0.346","0.851","1.184","0.267","0.506","0.047","0.033","0.037",""
"NEC602","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.42","0.501","0.228","0.41","0.632","0.202","0.352","0.032","0.021","0.028","0.026"
"PET427","2019.0","01/01/2019 09:00:00","12/31/2019 08:00:00","0.195","0.468","0.251","0.542","0.784","0.173","0.201","0.079","0.028","0.037","0.036"
"DEN417","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.494","0.378","0.064","0.08","0.143","0.111","0.021","0.033","0.01","0.013","0.028"
"SHN418","2012.0","01/03/2012 09:00:00","01/01/2013 08:00:00","1.174","1.931","0.574","0.969","1.527","0.755","0.151","0.069","0.028","0.043","0.038"
"CDR119","2009.0","12/30/2008 09:00:00","12/29/2009 08:00:00","2.502","3.061","0.256","0.68","0.926","1.018","0.169","0.056","0.024","0.106","0.036"
"CTH110","2005.0","01/04/2005 09:00:00","01/03/2006 08:00:00","6.164","3.769","0.622","1.893","2.485","1.322","0.185","0.091","0.032","0.047","0.042"
"SAN189","2006.0","01/03/2006 09:00:00","01/02/2007 08:00:00","","","","","","","","","","",""
"GRC474","2015.0","12/30/2014 09:00:00","12/29/2015 08:00:00","0.258","0.521","0.222","0.418","0.634","0.172","0.158","0.077","0.025","0.024","0.03"
"PIN414","2007.0","01/02/2007 09:00:00","01/01/2008 08:00:00","0.369","1.039","1.052","0.973","2.01","0.24","0.138","0.561","0.088","0.064","0.383"
"UVL124","2010.0","12/29/2009 09:00:00","01/04/2011 08:00:00","1.952","1.922","1.454","0.908","2.348","0.973","0.345","0.064","0.065","0.078","0.061"
"LAV410","2018.0","01/02/2018 09:00:00","01/01/2019 08:00:00","0.199","0.311","0.197","0.252","0.445","0.161","0.089","0.064","0.019","0.062","0.027"
